"fechas","ISO","poblacion","porc_pobl_total","poblacion_mayor_16a","porc_pobl_total_mayor_16a","dosis_entrega_pfizer","dosis_entrega_astra","dosis_entrega_moderna","dosis_entrega","dosis_entrega_100hab","porc_entregadas_sobre_total","dosis_diarias_entrega_pfizer","dosis_diarias_entrega_astra","dosis_diarias_entrega_moderna","dosis_diarias_entrega","dosis_7D_entrega_pfizer","dosis_7D_entrega_astra","dosis_7D_entrega_moderna","dosis_7D_entrega","dosis_7D_entrega_100hab","dosis_admin","dosis_primera","dosis_pauta_completa","dosis_admin_100hab","porc_admin_sobre_ccaa","porc_admin_vs_total","dosis_diarias_admin","dosis_diarias_admin_100hab","crec_diario_dosis_admin","dosis_diarias_primera","dosis_diarias_segunda","dosis_7D_admin","dosis_7D_admin_100hab","crec_7D_dosis_admin","porc_admin_vs_total_7D","personas_vacunadas","personas_pauta_completa","personas_1dosis","porc_personas_vacunadas","porc_personas_pauta_completa","porc_personas_vacunadas_16a","porc_personas_pauta_completa_16a","personas_vacunadas_diarias","personas_pauta_completa_diarias","porc_personas_vacunadas_diarias","porc_personas_pauta_completa_diarias","personas_vacunadas_7D","personas_pauta_completa_7D","porc_personas_vacunadas_7D","porc_personas_pauta_completa_7D","porc_personas_vacunadas_16a_7D","porc_personas_pauta_completa_16a_7D","crec_diario_personas_vacunadas","crec_7D_personas_vacunadas","crec_diario_personas_pauta_completa","crec_7D_personas_pauta_completa","desv_porc_admin_vs_total","desv_dosis_entrega","desv_porc_personas_vacunadas","desv_porc_personas_pauta_completa","fecha_30vacunados_ritmo7D","fecha_50vacunados_ritmo7D","fecha_70vacunados_ritmo7D","fecha_30inmunizados_ritmo7D","fecha_50inmunizados_ritmo7D","fecha_70inmunizados_ritmo7D","fecha_30inmunizados_16a_ritmo7D","fecha_50inmunizados_16a_ritmo7D","fecha_70inmunizados_16a_ritmo7D"
2021-03-11,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,156345,51681,104664,10.345,72.501,3.023,4896,0.324,3.233,4197,699,26207,1.734,6.252,2.779,104013,52332,51681,6.883,3.463,8.405,4.229,4197,699,0.278,0.046,24993,1214,1.654,0.08,2.02,0.098,4.205,3.951,1.354,95.177,-5.086,1.727,-10.98,9.312,2021-06-17,2021-09-14,2021-12-12,2022-06-12,2023-05-19,2024-04-25,2022-03-25,2023-01-08,2023-10-25
2021-03-12,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,164066,54750,109316,10.856,76.082,3.065,7721,0.511,4.938,5395,2326,26866,1.778,2.515,3.049,109408,54658,54750,7.24,3.617,8.841,4.417,5395,2326,0.357,0.154,23377,3489,1.547,0.231,1.889,0.282,5.187,-6.466,4.445,187.397,-3.768,1.727,-8.862,8.391,2021-07-04,2021-10-16,2022-01-27,2022-03-15,2022-12-16,2023-09-18,2022-01-09,2022-08-31,2023-04-21
2021-03-13,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,168422,57143,111279,11.145,78.102,3.09,4356,0.288,2.655,3374,982,27893,1.846,3.823,3.105,112782,55640,57142,7.463,3.682,9.114,4.496,3374,982,0.223,0.065,23482,4411,1.554,0.292,1.898,0.356,3.084,0.449,1.797,26.426,-2.983,1.727,-7.545,7.85,2021-07-05,2021-10-18,2022-01-31,2022-02-10,2022-10-20,2023-06-29,2021-12-14,2022-07-14,2023-02-12
2021-03-14,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,172778,59535,113243,11.433,80.121,3.115,4356,0.288,2.586,3375,981,28919,1.914,3.678,3.159,116157,56621,59536,7.686,3.747,9.387,4.576,3375,981,0.223,0.065,23587,5332,1.561,0.353,1.906,0.431,2.992,0.447,1.763,20.88,-2.198,1.727,-6.257,7.302,2021-07-07,2021-10-20,2022-02-03,2022-01-14,2022-09-03,2023-04-22,2021-11-22,2022-06-06,2022-12-18
2021-03-15,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,177134,61928,115206,11.721,82.141,3.138,4356,0.288,2.521,3374,982,29946,1.982,3.551,3.211,119531,57603,61928,7.909,3.812,9.659,4.655,3374,982,0.223,0.065,23692,6254,1.568,0.414,1.915,0.505,2.905,0.445,1.734,17.292,-1.476,1.727,-5.02,6.809,2021-07-08,2021-10-23,2022-02-07,2021-12-22,2022-07-24,2023-02-24,2021-11-03,2022-05-03,2022-10-31
2021-03-16,"MC",1511251,3.185,1237479,3.084,148145,54100,13400,215645,14.269,3.24,0,0,0,0,14040,16900,0,30940,2.047,180650,64688,115962,11.954,83.772,3.146,3516,0.233,1.985,3138,378,31286,2.07,4.475,3.501,122669,57981,64688,8.117,3.837,9.913,4.685,3138,378,0.208,0.025,24752,6534,1.638,0.432,2,0.528,2.625,4.474,0.656,4.477,-1.224,1.727,-4.043,5.325,2021-07-17,2021-11-09,2022-03-04,2021-12-17,2022-07-15,2023-02-10,2021-10-30,2022-04-25,2022-10-20
2021-03-17,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,14040,7200,6400,27640,14040,7200,6400,27640,1.829,185005,67809,117196,12.242,76.045,3.159,4355,0.288,2.411,3738,617,33556,2.22,7.256,3.868,126407,58598,67809,8.364,3.877,10.215,4.735,3738,617,0.247,0.041,26591,6965,1.76,0.461,2.149,0.563,3.047,7.43,1.064,6.596,-0.816,-0.597,-2.061,1.946,2021-08-03,2021-12-11,2022-04-20,2021-11-15,2022-05-21,2022-11-23,2021-10-03,2022-03-10,2022-08-14
2021-03-18,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,185005,67809,117196,12.242,76.045,3.087,0,0,0,0,0,28660,1.896,-14.591,3.49,126407,58598,67809,8.364,3.877,10.215,4.735,0,0,0,0,22394,6266,1.482,0.415,1.81,0.506,0,-15.784,0,-10.036,-3.077,-0.597,-3.351,-2.49,2021-08-27,2022-01-25,2022-06-26,2021-10-29,2022-04-20,2022-10-10,2021-09-19,2022-02-12,2022-07-09
2021-03-19,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,188263,68027,120236,12.457,77.384,3.099,3258,0.216,1.761,1738,1520,24197,1.601,-15.572,3.348,128145,60118,68027,8.479,3.978,10.355,4.858,1738,1520,0.115,0.101,18737,5460,1.24,0.361,1.514,0.441,1.375,-16.33,2.594,-12.863,-2.7,-0.597,-2.641,-2.833,2021-09-29,2022-03-31,2022-09-30,2021-11-13,2022-05-16,2022-11-17,2021-10-01,2022-03-06,2022-08-10
2021-03-20,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,191520,68245,123275,12.673,78.722,3.11,3257,0.216,1.73,1737,1520,23098,1.528,-4.542,3.265,129883,61638,68245,8.594,4.079,10.496,4.981,1738,1520,0.115,0.101,17101,5998,1.132,0.397,1.382,0.485,1.356,-8.731,2.528,9.853,-2.355,-0.597,-1.94,-3.158,2021-10-20,2022-05-10,2022-11-28,2021-11-01,2022-04-25,2022-10-18,2021-09-21,2022-02-16,2022-07-15
2021-03-21,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,194778,68464,126314,12.889,80.062,3.122,3258,0.216,1.701,1739,1519,22000,1.456,-4.754,3.178,131621,63157,68464,8.709,4.179,10.636,5.104,1738,1519,0.115,0.101,15464,6536,1.023,0.432,1.25,0.528,1.338,-9.573,2.464,8.97,-1.978,-0.597,-1.247,-3.487,2021-11-15,2022-06-28,2023-02-09,2021-10-21,2022-04-06,2022-09-19,2021-09-12,2022-01-31,2022-06-21
2021-03-22,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,198036,68682,129354,13.104,81.401,3.133,3258,0.216,1.673,1738,1520,20902,1.383,-4.991,3.087,133359,64677,68682,8.824,4.28,10.777,5.227,1738,1520,0.115,0.101,13828,7074,0.915,0.468,1.117,0.572,1.32,-10.579,2.407,8.231,-1.633,-0.597,-0.575,-3.799,2021-12-16,2022-08-29,2023-05-11,2021-10-11,2022-03-19,2022-08-26,2021-09-04,2022-01-17,2022-05-31
2021-03-23,"MC",1511251,3.185,1237479,3.084,162185,61300,19800,243285,16.098,3.166,0,0,0,0,14040,7200,6400,27640,1.829,199568,67286,132282,13.205,82.031,3.114,1532,0.101,0.774,68,1464,18918,1.252,-9.492,2.836,133427,66141,67286,8.829,4.377,10.782,5.345,68,1464,0.004,0.097,10758,8160,0.712,0.54,0.869,0.659,0.051,-22.201,2.264,15.352,-2.229,-0.597,-1.484,-3.696,2022-01-09,2022-10-13,2023-07-18,2021-10-06,2022-03-10,2022-08-12,2021-08-31,2022-01-09,2022-05-20
2021-03-24,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,17550,3200,0,20750,17550,3200,0,20750,1.373,204679,66259,138420,13.544,77.52,3.092,5111,0.338,2.561,2042,3069,19674,1.302,3.996,2.578,135469,69210,66259,8.964,4.58,10.947,5.593,2042,3069,0.135,0.203,9062,10612,0.6,0.702,0.732,0.858,1.53,-15.765,4.64,30.049,-2.92,-2.575,-2.076,-4.524,2021-11-16,2022-07-02,2023-02-15,2021-09-17,2022-02-05,2022-06-26,2021-08-15,2021-12-13,2022-04-11
2021-03-25,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,206638,65036,141602,13.673,78.262,3.021,1959,0.13,0.957,368,1591,21633,1.431,9.957,2.556,135837,70801,65036,8.988,4.685,10.977,5.721,368,1591,0.024,0.105,9430,12203,0.624,0.807,0.762,0.986,0.272,4.061,2.299,14.992,-5.149,-2.575,-4.108,-7.062,2021-10-11,2022-04-24,2022-11-05,2021-09-05,2022-01-14,2022-05-25,2021-08-05,2021-11-24,2022-03-16
2021-03-26,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,214308,60378,153930,14.181,81.167,3.032,7670,0.508,3.712,1506,6164,26045,1.723,20.395,2.626,137343,76965,60378,9.088,5.093,11.099,6.219,1506,6164,0.1,0.408,9198,16847,0.609,1.115,0.743,1.361,1.109,-2.46,8.706,38.056,-4.804,-2.575,-5.461,-3.56,2021-08-30,2022-02-01,2022-07-06,2021-08-18,2021-12-14,2022-04-11,2021-07-22,2021-10-30,2022-02-07
2021-03-27,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,217254,59383,157871,14.376,82.282,3.003,2946,0.195,1.375,976,1970,25734,1.703,-1.194,2.388,138318,78935,59383,9.153,5.223,11.177,6.379,975,1970,0.065,0.13,8435,17297,0.558,1.145,0.682,1.398,0.71,-8.295,2.56,2.671,-5.714,-2.575,-7.527,-2.374,2021-07-29,2021-11-29,2022-04-02,2021-08-25,2021-12-26,2022-04-28,2021-07-28,2021-11-09,2022-02-21
2021-03-28,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,220199,58388,161811,14.571,83.398,2.974,2945,0.195,1.356,974,1971,25421,1.682,-1.216,2.185,139294,80906,58388,9.217,5.354,11.256,6.538,976,1971,0.065,0.13,7673,17749,0.508,1.174,0.62,1.434,0.706,-9.034,2.497,2.613,-6.625,-2.575,-9.486,-1.199,2021-07-07,2021-10-18,2022-01-28,2021-09-02,2022-01-08,2022-05-17,2021-08-03,2021-11-20,2022-03-08
2021-03-29,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,223145,57393,165752,14.766,84.513,2.947,2946,0.195,1.338,976,1970,25109,1.661,-1.227,2.009,140269,82876,57393,9.282,5.484,11.335,6.697,975,1970,0.065,0.13,6910,18199,0.457,1.204,0.558,1.471,0.7,-9.944,2.435,2.535,-7.473,-2.575,-11.33,-0.073,2021-06-22,2021-09-18,2021-12-15,2021-09-09,2022-01-22,2022-06-06,2021-08-09,2021-12-01,2022-03-25
2021-03-30,"MC",1511251,3.185,1237479,3.084,179735,64500,19800,264035,17.471,3.103,0,0,0,0,17550,3200,0,20750,1.373,227530,60156,167374,15.056,86.174,2.941,4385,0.29,1.965,3574,811,27962,1.85,11.362,2.107,143843,83687,60156,9.518,5.538,11.624,6.763,3574,811,0.236,0.054,10416,17546,0.689,1.161,0.842,1.418,2.548,50.738,0.979,-3.588,-7.661,-2.575,-11.312,-0.61,2021-06-14,2021-09-01,2021-11-19,2021-09-12,2022-01-26,2022-06-12,2021-08-11,2021-12-05,2022-03-30
2021-03-31,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,17550,3600,9600,30750,17550,3600,9600,30750,2.035,237224,65914,171310,15.697,80.474,2.952,9694,0.641,4.261,7726,1968,32545,2.154,16.39,2.3,151569,85655,65914,10.029,5.668,12.248,6.922,7726,1968,0.511,0.13,16100,16445,1.065,1.088,1.301,1.329,5.371,54.57,2.352,-6.275,-7.316,-4.49,-10.447,-1.168,2021-06-03,2021-08-10,2021-10-18,2021-09-28,2022-02-24,2022-07-24,2021-08-24,2021-12-28,2022-05-04
2021-04-01,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,246425,70509,175916,16.306,83.595,2.954,9201,0.609,3.879,6898,2303,39787,2.633,22.252,2.648,158467,87958,70509,10.486,5.82,12.806,7.108,6898,2303,0.456,0.152,22630,17157,1.497,1.135,1.829,1.386,4.551,40.559,2.689,4.33,-7.253,-4.49,-10.269,-1.272,2021-05-26,2021-07-25,2021-09-24,2021-10-15,2022-03-28,2022-09-09,2021-09-07,2022-01-24,2022-06-12
2021-04-02,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,251402,72992,178410,16.635,85.283,2.977,4977,0.329,2.02,3730,1247,37094,2.455,-6.769,2.692,162197,89205,72992,10.733,5.903,13.107,7.209,3730,1247,0.247,0.083,24854,12240,1.645,0.81,2.008,0.989,2.354,9.828,1.418,-28.659,-6.531,-4.49,-9.48,-0.64,2021-05-28,2021-07-29,2021-09-30,2021-12-13,2022-07-13,2023-02-10,2021-10-24,2022-04-22,2022-10-18
2021-04-03,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,256379,75475,180904,16.965,86.972,2.999,4977,0.329,1.98,3730,1247,39125,2.589,5.475,2.979,165927,90452,75475,10.979,5.985,13.408,7.309,3730,1247,0.247,0.083,27609,11517,1.827,0.762,2.231,0.931,2.3,11.085,1.398,-5.907,-5.84,-4.49,-8.721,-0.05,2021-06-01,2021-08-05,2021-10-10,2021-12-22,2022-07-29,2023-03-06,2021-11-01,2022-05-06,2022-11-08
2021-04-04,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,257689,76779,180910,17.051,87.416,2.98,1310,0.087,0.511,1307,3,37490,2.481,-4.179,3.017,167234,90455,76779,11.066,5.985,13.514,7.31,1307,3,0.086,0,27940,9549,1.849,0.632,2.258,0.772,0.788,1.199,0.003,-17.088,-6.436,-4.49,-9.451,-0.25,2021-06-04,2021-08-11,2021-10-19,2022-01-18,2022-09-16,2023-05-15,2021-11-23,2022-06-15,2023-01-04
2021-04-05,"MC",1511251,3.185,1237479,3.084,197285,68100,29400,294785,19.506,3.042,0,0,0,0,17550,3600,9600,30750,2.035,258999,78083,180916,17.138,87.86,2.962,1310,0.087,0.508,1307,3,35854,2.372,-4.364,3.059,168541,90458,78083,11.152,5.986,13.62,7.31,1307,3,0.086,0,28272,7582,1.871,0.502,2.285,0.613,0.782,1.188,0.003,-20.599,-7.002,-4.49,-10.173,-0.432,2021-06-07,2021-08-18,2021-10-29,2022-02-19,2022-11-13,2023-08-07,2021-12-19,2022-08-03,2023-03-17
2021-04-06,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,3.015,31590,32700,0,64290,49140,36300,9600,95040,6.289,262673,81001,181672,17.381,73.153,2.912,3674,0.243,1.419,3296,378,35143,2.325,-1.983,2.736,171837,90836,81001,11.371,6.011,13.886,7.34,3296,378,0.218,0.025,27994,7149,1.852,0.473,2.262,0.578,1.956,-0.983,0.418,-5.711,-8.571,-5.338,-11.819,-1.717,2021-05-31,2021-08-04,2021-10-07,2022-02-07,2022-10-22,2023-07-07,2021-12-09,2022-07-15,2023-02-18
2021-04-07,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,3.015,0,0,0,0,31590,32700,0,64290,4.254,264263,82543,181720,17.486,73.595,2.824,1590,0.105,0.605,1566,24,27039,1.789,-23.06,2.044,173403,90860,82543,11.474,6.012,14.013,7.342,1566,24,0.104,0.002,21834,5205,1.445,0.344,1.764,0.421,0.911,-22.005,0.026,-27.193,-11.334,-5.338,-15.139,-3.032,2021-05-26,2021-07-25,2021-09-24,2022-03-31,2023-01-26,2023-11-23,2022-01-20,2022-10-02,2023-06-13
2021-04-08,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,270112,81098,189014,17.873,75.224,2.753,5849,0.387,2.213,2202,3647,23687,1.567,-12.397,1.612,175605,94507,81098,11.62,6.254,14.191,7.637,2202,3647,0.146,0.241,17138,6549,1.134,0.433,1.385,0.529,1.27,-21.508,4.014,25.821,-13.564,-5.997,-18.809,-1.744,2021-05-19,2021-07-12,2021-09-03,2022-03-25,2023-01-16,2023-11-09,2022-01-15,2022-09-23,2023-06-02
2021-04-09,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,278267,80787,197480,18.413,77.496,2.72,8155,0.54,3.019,3922,4233,26865,1.778,13.417,1.504,179527,98740,80787,11.879,6.534,14.507,7.979,3922,4233,0.26,0.28,17330,9535,1.147,0.631,1.4,0.771,2.233,1.12,4.479,45.595,-14.6,-5.997,-21.274,0.927,2021-05-11,2021-06-23,2021-08-05,2022-02-11,2022-11-01,2023-07-22,2021-12-12,2022-07-22,2023-03-01
2021-04-10,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,280716,82792,197924,18.575,78.178,2.695,2449,0.162,0.88,2227,222,24337,1.61,-9.41,1.303,181754,98962,82792,12.027,6.548,14.687,7.997,2227,222,0.147,0.015,15827,8510,1.047,0.563,1.279,0.688,1.24,-8.673,0.225,-10.75,-15.385,-5.997,-22.165,0.738,2021-05-09,2021-06-19,2021-07-30,2022-02-25,2022-11-25,2023-08-26,2021-12-23,2022-08-11,2023-03-30
2021-04-11,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,283164,84796,198368,18.737,78.859,2.671,2448,0.162,0.872,2226,222,25475,1.686,4.676,1.303,183980,99184,84796,12.174,6.563,14.867,8.015,2226,222,0.147,0.015,16746,8729,1.108,0.578,1.353,0.705,1.225,5.807,0.224,2.573,-16.138,-5.997,-23.022,0.582,2021-05-08,2021-06-16,2021-07-25,2022-02-18,2022-11-11,2023-08-05,2021-12-18,2022-07-31,2023-03-14
2021-04-12,"MC",1511251,3.185,1237479,3.084,228875,100800,29400,359075,23.76,2.994,0,0,0,0,31590,32700,0,64290,4.254,285613,86801,198812,18.899,79.541,2.648,2449,0.162,0.865,2227,222,26614,1.761,4.471,1.304,186207,99406,86801,12.321,6.578,15.047,8.033,2227,222,0.147,0.015,17666,8948,1.169,0.592,1.428,0.723,1.21,5.494,0.224,2.509,-16.86,-5.997,-23.841,0.412,2021-05-07,2021-06-13,2021-07-21,2022-02-10,2022-10-28,2023-07-15,2021-12-12,2022-07-20,2023-02-25
2021-04-13,"MC",1511251,3.185,1237479,3.084,260465,100800,37700,398965,26.4,2.935,31590,0,8300,39890,31590,0,8300,39890,2.64,287216,88384,198832,19.005,71.99,2.594,1603,0.106,0.561,1593,10,24543,1.624,-7.782,1.196,187800,99416,88384,12.427,6.578,15.176,8.034,1593,10,0.105,0.001,15963,8580,1.056,0.568,1.29,0.693,0.855,-9.64,0.01,-4.113,-18.556,-7.849,-25.711,-0.469,2021-05-07,2021-06-12,2021-07-19,2022-03-11,2022-12-20,2023-09-30,2022-01-04,2022-09-01,2023-04-29
2021-04-14,"MC",1511251,3.185,1237479,3.084,260465,100800,37700,398965,26.4,2.935,0,0,0,0,31590,0,8300,39890,2.64,293702,93730,199972,19.434,73.616,2.568,6486,0.429,2.258,5916,570,29439,1.948,19.949,1.417,193716,99986,93730,12.818,6.616,15.654,8.08,5916,570,0.391,0.038,20313,9126,1.344,0.604,1.641,0.737,3.15,27.251,0.573,6.364,-19.372,-7.849,-26.282,-1.445,2021-05-06,2021-06-12,2021-07-18,2022-02-25,2022-11-25,2023-08-25,2021-12-24,2022-08-12,2023-03-31
2021-04-15,"MC",1511251,3.185,1237479,3.084,260465,100800,37700,398965,26.4,2.935,0,0,0,0,31590,0,8300,39890,2.64,300425,98207,202218,19.879,75.301,2.528,6723,0.445,2.289,5600,1123,30313,2.006,2.969,1.462,199316,101109,98207,13.189,6.69,16.107,8.171,5600,1123,0.371,0.074,23711,6602,1.569,0.437,1.916,0.534,2.891,16.728,1.123,-27.657,-20.628,-7.849,-27.497,-2.435,2021-05-06,2021-06-11,2021-07-17,2022-03-10,2022-12-21,2023-10-02,2022-01-03,2022-09-01,2023-04-30
2021-04-16,"MC",1511251,3.185,1237479,3.084,260465,105200,37700,403365,26.691,2.944,0,4400,0,4400,31590,4400,8300,44290,2.931,318242,114722,203520,21.058,78.897,2.581,17817,1.179,5.931,17166,651,39975,2.645,31.874,1.905,216482,101760,114722,14.325,6.733,17.494,8.223,17166,651,1.136,0.043,36955,3020,2.445,0.2,2.986,0.244,8.612,55.856,0.644,-54.256,-18.964,-7.567,-24.49,-4.02,2021-05-05,2021-06-10,2021-07-16,2022-02-07,2022-10-24,2023-07-09,2021-12-09,2022-07-16,2023-02-20
2021-04-17,"MC",1511251,3.185,1237479,3.084,260465,105200,37700,403365,26.691,2.944,0,0,0,0,31590,4400,8300,44290,2.931,323678,119947,203731,21.418,80.244,2.588,5436,0.36,1.708,5330,106,42962,2.843,7.472,2.057,221812,101866,119946,14.677,6.741,17.925,8.232,5330,106,0.353,0.007,40058,2904,2.651,0.192,3.237,0.235,2.462,8.397,0.104,-3.841,-18.744,-7.567,-23.874,-4.707,2021-05-06,2021-06-12,2021-07-18,2022-01-21,2022-09-22,2023-05-24,2021-11-26,2022-06-20,2023-01-13
2021-04-18,"MC",1511251,3.185,1237479,3.084,260465,105200,37700,403365,26.691,2.944,0,0,0,0,31590,4400,8300,44290,2.931,329113,125170,203943,21.778,81.592,2.596,5435,0.36,1.679,5330,105,45949,3.04,6.953,2.21,227142,101971,125171,15.03,6.747,18.355,8.24,5330,105,0.353,0.007,43162,2787,2.856,0.184,3.488,0.225,2.403,7.749,0.103,-4.029,-18.493,-7.567,-23.273,-5.398,2021-05-07,2021-06-13,2021-07-20,2022-01-06,2022-08-25,2023-04-13,2021-11-14,2022-05-28,2022-12-10
2021-04-19,"MC",1511251,3.185,1237479,3.084,260465,105200,37700,403365,26.691,2.944,0,0,0,0,31590,4400,8300,44290,2.931,334549,130395,204154,22.137,82.94,2.603,5436,0.36,1.652,5330,106,48936,3.238,6.501,2.366,232472,102077,130395,15.383,6.754,18.786,8.249,5330,106,0.353,0.007,46265,2671,3.061,0.177,3.739,0.216,2.347,7.189,0.104,-4.162,-18.273,-7.567,-22.691,-6.064,2021-05-08,2021-06-14,2021-07-22,2021-12-24,2022-07-31,2023-03-06,2021-11-04,2022-05-08,2022-11-09
2021-04-20,"MC",1511251,3.185,1237479,3.084,292055,105200,37700,434955,28.781,2.916,31590,0,0,31590,31590,4400,0,35990,2.381,345665,137269,208396,22.873,79.471,2.651,11116,0.736,3.323,8995,2121,58449,3.868,19.44,2.971,241467,104198,137269,15.978,6.895,19.513,8.42,8995,2121,0.595,0.14,53667,4782,3.551,0.316,4.337,0.386,3.869,15.999,2.078,79.034,-16.766,-8.446,-20.932,-5.223,2021-05-09,2021-06-18,2021-07-29,2021-12-14,2022-07-13,2023-02-08,2021-10-27,2022-04-22,2022-10-17
2021-04-21,"MC",1511251,3.185,1237479,3.084,292055,105200,37700,434955,28.781,2.916,0,0,0,0,31590,4400,0,35990,2.381,360169,145711,214458,23.833,82.806,2.668,14504,0.96,4.196,11473,3031,66467,4.398,13.718,3.224,252940,107229,145711,16.737,7.095,20.44,8.665,11473,3031,0.759,0.201,59224,7243,3.919,0.479,4.786,0.585,4.751,10.355,2.909,51.464,-16.232,-8.446,-19.669,-6.78,2021-05-09,2021-06-19,2021-07-29,2021-10-12,2022-03-17,2022-08-19,2021-09-06,2022-01-15,2022-05-27
